Business Name,Address,City,State,ZIP,Phone,Website,Contact Name,Source,Subcontractor #,Expiration Date,Work Categories
PRAIRIE VIEW LANDSCAPING & LAWN CARE INC.,501 E Bell St,Bloomington,IL,61701,(309) 212-0205,,,IDOT Subcontractor List (Dec 2025),14125,02/18/2026,Landscaping; Seeding & Sodding; Tree Trimming and Selective Tree Removal
PRECISION CONCRETE & CONSTRUCTION INC.,1513 Ridge Road,Louisville,IL,62858,(217) 500-7055,,,IDOT Subcontractor List (Dec 2025),18073,03/05/2026,"Aggregate Bases and Surfaces; Concrete Construction; Demolition; Drainage; Earthwork; Fencing; Landscaping; Painting and Cleaning; Pavement Patching; Sawing Cutting; Seeding & Sodding; Signing; Steel, Reinforcement (Rebar Placement); Tree Trimming and Selective Tree Removal"
PRESSURE WASHING UNLIMITEDINC,3448 s western ave,Chicago,IL,60608,(773) 392-1500,,,IDOT Subcontractor List (Dec 2025),14889,08/05/2026,Demolition; Landscaping; Other; Painting and Cleaning; Tree Trimming and Selective Tree Removal
PROGRESSIVE CONSTRUCTION LLC,201 BELVIEW,NORMAL,IL,61761,(309) 825-2853,,,IDOT Subcontractor List (Dec 2025),17941,02/27/2026,Concrete Construction; Cover and Seal Coats; Demolition; Other; Sawing Cutting; Seeding & Sodding; Traffic Control
PROSPERITY PROPERTY SERVICES,1137 w 127th st Suite 400,Calumet Park,IL,60827,(773) 245-3446,,,IDOT Subcontractor List (Dec 2025),18390,08/08/2026,Demolition; Guardrail; Landscaping; Other; Painting and Cleaning
"R & R LANDSCAPING & IRRIGATION, INC.",2703 St Vincent's Avenue,La Salle,IL,61301,(815) 224-9370,,,IDOT Subcontractor List (Dec 2025),10367,06/28/2026,Aggregate Bases and Surfaces; Concrete Construction; Demolition; Drainage; Earthwork; Fencing; Guardrail; Installation of Raised Pavement Markers; Landscaping; Other; Seeding & Sodding; Signing; Soil Stabilization and Modification; Traffic Control; Tree Trimming and Selective Tree Removal; Vegetation Spraying
"R. G. S. CONSTRUCTION, INC.",2380 Cemetery Road,Morris,IL,60450,(815) 824-6742,,,IDOT Subcontractor List (Dec 2025),14537,07/01/2026,Aggregate Bases and Surfaces; Concrete Construction; Cover and Seal Coats; Drainage; Earthwork; Pavement Patching; Sawing Cutting; Soil Stabilization and Modification; Tree Trimming and Selective Tree Removal
"RAMIREZ DIVERSIFIED SERVICES, LLC","921 S Belt West, (618)416-5085",Belleville,IL,62220,,,,IDOT Subcontractor List (Dec 2025),15670,02/10/2026,"Aggregate Bases and Surfaces; Cold Milling, Planing and Roto Milling; Concrete Construction; Demolition; Drainage; Earthwork; Landscaping; Pavement Patching; Sawing Cutting; Seeding & Sodding; Steel, Reinforcement (Rebar Placement); Traffic Control"
RANEY HORTICULTURAL.  DBA.  RANEY TREE CARE,3100 48th Ave,Moline,IL,61265,(309) 792-8733,,,IDOT Subcontractor List (Dec 2025),17439,03/04/2026,Landscaping; Tree Trimming and Selective Tree Removal
RAPID TREE SERVICE,323 white av,Joliet,IL,60433,(815) 272-6095,,,IDOT Subcontractor List (Dec 2025),18383,07/30/2026,Landscaping; Seeding & Sodding; Tree Trimming and Selective Tree Removal
RAWSON EXCAVATING & DEMOLITION LLC,1308 Ava Rd,Murphysboro,IL,62966,(618) 684-8385,,,IDOT Subcontractor List (Dec 2025),18300,04/22/2026,Aggregate Bases and Surfaces; Concrete Construction; Demolition; Drainage; Earthwork; Landscaping; Sawing Cutting; Seeding & Sodding; Soil Stabilization and Modification; Tree Trimming and Selective Tree Removal
RAY'S MOWING AND BACKHOE SERVICE,1016 East Main Street,Fairfield,IL,62837-2289,(618) 838-3855,,,IDOT Subcontractor List (Dec 2025),17671,02/11/2026,Aggregate Bases and Surfaces; Demolition; Drainage; Earthwork; Landscaping; Seeding & Sodding; Soil Stabilization and Modification; Tree Trimming and Selective Tree Removal
"RECON LAND MANAGEMENT, LLC",PO Box 255,Iuka,IL,62849,(618) 312-1425,,,IDOT Subcontractor List (Dec 2025),18363,07/01/2026,Tree Trimming and Selective Tree Removal
"REID LANDSCAPE, INC.","8124 W. 188th Street,  Suite B",Mokena,IL,60448,(708) 364-8363,,,IDOT Subcontractor List (Dec 2025),10901,02/10/2026,Landscaping; Seeding & Sodding; Vegetation Spraying
REIN LANDSCAPING LLC,207 Green Street,Saint Joseph,IL,61873,(217) 552-8480,,,IDOT Subcontractor List (Dec 2025),18275,03/24/2026,Demolition; Earthwork; Landscaping; Seeding & Sodding; Tree Trimming and Selective Tree Removal
"RELIABLE LANDSCAPING, LLC",P.O. Box 479,Plainfield,IL,60544,(815) 556-9170,,,IDOT Subcontractor List (Dec 2025),16325,02/25/2026,Landscaping; Other; Seeding & Sodding; Tree Trimming and Selective Tree Removal
"ROADWORKS, LLC",12068 Old Frankfort Rd.,Marion,IL,62959,(844) 842-8400,,,IDOT Subcontractor List (Dec 2025),15518,03/06/2026,Aggregate Bases and Surfaces; Demolition; Drainage; Earthwork; Other; Seeding & Sodding; Traffic Control
ROSEWOOD LANDSCAPING INC.,P O Box 40,Crete,IL,60417,(708) 946-9466,,,IDOT Subcontractor List (Dec 2025),10466,02/28/2026,Landscaping
"ROY ERIKSON OUTDOOR MAINTENANCE, INC.",4430 W.137th Pl,Crestwood,IL,60418,(708) 774-3837,,,IDOT Subcontractor List (Dec 2025),10934,02/11/2026,Landscaping
ROZCO CONSTRUCTION INC,1921 Marigold  Ln,Hanover Park,IL,60133,(224) 245-2148,,,IDOT Subcontractor List (Dec 2025),17514,02/20/2026,Fencing; Landscaping; Seeding & Sodding; Tree Trimming and Selective Tree Removal; Vegetation Spraying
"RUBEN E. SMITH CONST. AND R&R, INC.",422 N Kennedy Drive,Bradley,IL,60915,(815) 933-8734,,,IDOT Subcontractor List (Dec 2025),15634,02/27/2026,Aggregate Bases and Surfaces; Concrete Construction; Demolition; Drainage; Earthwork; Seeding & Sodding
RUIZSCAPE CONSTRUCTION INC.,43w471 Bahr Road,Hampshire,IL,60140,847 754-5427,,,IDOT Subcontractor List (Dec 2025),16843,03/05/2026,Earthwork; Landscaping; Seeding & Sodding; Tree Trimming and Selective Tree Removal; Vegetation Spraying
RULA'S ENTERPRISES CO.,1030 S. La Grange Suite 4,La Grange,IL,60525,(708) 243-4293,,,IDOT Subcontractor List (Dec 2025),14070,03/03/2026,Concrete Construction; Drainage; Landscaping; Other; Sawing Cutting
"S.K. DAVISON, INC.","111 S. Peoria Street, P.O. Box 154",New Holland,IL,62671,217-445-2509,,,IDOT Subcontractor List (Dec 2025),16163,02/28/2026,Demolition; Landscaping; Other
SALLENGER INCORPORATED,10950 Palm Road,Glenarm,IL,62536,(217) 726-9500,,,IDOT Subcontractor List (Dec 2025),12094,07/17/2026,Aggregate Bases and Surfaces; Demolition; Drainage; Earthwork; Soil Stabilization and Modification; Tree Trimming and Selective Tree Removal
"SAVVY INVESTMENT SOLUTIONS, LLC","8432 S Mackinaw Ave., Unit 2",Chicago,IL,60617,(312) 823-0282,,,IDOT Subcontractor List (Dec 2025),18235,03/04/2026,Demolition; Landscaping; Seeding & Sodding
"SEASONAL CONCEPTS COMMERCIAL SERVICES, LLC",33W802 S. Gilbert Street,South Elgin,IL,60177,630-816-9849,,,IDOT Subcontractor List (Dec 2025),17973,04/25/2026,Landscaping; Seeding & Sodding
"SEASONAL CONCEPTS, INC",33W800 S. Gilbert St.,South Elgin,IL,60177,630-816-9849,,,IDOT Subcontractor List (Dec 2025),17018,04/25/2026,Landscaping; Seeding & Sodding
SEASONS LANDSCAPE,18141 Briggs Street,Joliet,IL,60432,(815) 723-0200,,,IDOT Subcontractor List (Dec 2025),12616,02/11/2026,Landscaping; Seeding & Sodding
SHEARER TREE SERVICE LLC,P. O. BOX 52,OGLESBY,IL,61348,815-223-8733,,,IDOT Subcontractor List (Dec 2025),14517,09/16/2026,Tree Trimming and Selective Tree Removal
SMITH MAINTENANCE COMPANY,"2221 W Walnut St., Suite #2",Chicago,IL,60612,(312) 733-4301,,,IDOT Subcontractor List (Dec 2025),14412,02/27/2026,Landscaping; Other; Pavement Markings; Traffic Control
"SMITTY'S TREE SERVICE, INC.",12736 S. Ridgeway,Alsip,IL,60803,(708) 385-2814,,,IDOT Subcontractor List (Dec 2025),10468,03/13/2026,Tree Trimming and Selective Tree Removal
SPECIALIZED CONSTRUCTION AND UTILITY CORP,206 Mulberry Street,Coleta,IL,61081,(815) 336-9999,,,IDOT Subcontractor List (Dec 2025),11741,02/17/2026,Aggregate Bases and Surfaces; Demolition; Drainage; Earthwork; Landscaping; Soil Stabilization and Modification
"STEVE PIPER & SONS, INC.",31W320 Ramm Drive,Naperville,IL,60564,(630) 898-6050,,,IDOT Subcontractor List (Dec 2025),12276,10/23/2026,Tree Trimming and Selective Tree Removal
"SUE A. MEYERS, INC.",629 North Main Street,Wayne City,IL,62895,(618) 895-7200,,,IDOT Subcontractor List (Dec 2025),16355,02/19/2026,Aggregate Bases and Surfaces; Demolition; Fencing; Landscaping; Other; Seeding & Sodding
SUPERIOR ENTERPRISES INC,6615 Grand Ave,Gurnee,IL,60031,(224) 321-4462,,,IDOT Subcontractor List (Dec 2025),18106,06/23/2026,Aggregate Bases and Surfaces; Concrete Construction; Cover and Seal Coats; Demolition; Drainage; Earthwork; Fencing; Guardrail; Installation of Raised Pavement Markers; Landscaping; Other; Pavement Patching; Sawing Cutting; Seeding & Sodding; Soil Stabilization and Modification; Tree Trimming and Selective Tree Removal; Vegetation Spraying
SVJ ENTERPRISES PLLC,125 s Wacker Dr #300,Chicago,IL,60606,(773) 654-8874,,,IDOT Subcontractor List (Dec 2025),18396,08/15/2026,Concrete Construction; Demolition; Fencing; Installation of Raised Pavement Markers; Landscaping; Other; Painting and Cleaning; Tree Trimming and Selective Tree Removal
SYNC COMMUNICATION INC,535 E Lane Drive,Villa Park,IL,60181,(773) 887-4494,,,IDOT Subcontractor List (Dec 2025),18152,02/10/2026,Electrical; Other; Tree Trimming and Selective Tree Removal
SYNC UTILITIES LLC,535 E Lane Drive,Villa Park,IL,60181,(773) 887-4494,,,IDOT Subcontractor List (Dec 2025),17852,02/10/2026,Demolition; Electrical; Tree Trimming and Selective Tree Removal
T&T RESTORATION CONSTRUCTION,"847 South Randall Rd, 334",Elgin,IL,60123,(630) 549-9193,,,IDOT Subcontractor List (Dec 2025),17096,03/11/2026,Landscaping
T. STEELE CONSTRUCTION INC.,8300 42nd Street West,Rock Island,IL,61201,(309) 756-5520,,,IDOT Subcontractor List (Dec 2025),11281,02/13/2026,"Aggregate Bases and Surfaces; Concrete Construction; Demolition; Drainage; Electrical; Erection; Fencing; Landscaping; Painting and Cleaning; Sawing Cutting; Seeding & Sodding; Soil Stabilization and Modification; Steel, Reinforcement (Rebar Placement); Tree Trimming and Selective Tree Removal"
"TALLGRASS RESTORATION, LLC",2221 Hammond Drive,Schaumburg,IL,60173,(847) 925-9830,,,IDOT Subcontractor List (Dec 2025),12932,02/10/2026,Landscaping; Seeding & Sodding; Vegetation Spraying
TAT ENTERPRISES INC,16602 Marengo Road,Union,IL,60180,(847) 874-8279,,,IDOT Subcontractor List (Dec 2025),16759,03/31/2026,"Aggregate Bases and Surfaces; Cold Milling, Planing and Roto Milling; Cover and Seal Coats; Earthwork; Landscaping; Pavement Markings; Pavement Patching; Seeding & Sodding"
TERRY'S BERRIES. INC.,6900 Dogtown Ln,Elmwood,IL,61529,309-678-4310,,,IDOT Subcontractor List (Dec 2025),11006,05/22/2026,"Aggregate Bases and Surfaces; Cold Milling, Planing and Roto Milling; Drainage; Earthwork; Landscaping; Other; Pavement Patching"
THE PIPCO COMPANIES. LTD.,1409 W. Altorfer Drive,Peoria,IL,61615,(309) 692-4060,,,IDOT Subcontractor List (Dec 2025),11758,02/12/2026,Demolition; Drainage; Earthwork; Other; Sawing Cutting; Seeding & Sodding; Signing; Traffic Control
THORNTON EQUIPMENT SERVICES. INC.,530 THORNHOUSE CRES,New lenox,IL,60448,(773) 865-0634,,,IDOT Subcontractor List (Dec 2025),11314,05/01/2026,Earthwork; Installation of Raised Pavement Markers; Landscaping; Soil Stabilization and Modification
TREE BROTHERS TREE SERVICE,611 North Ave,Panama,IL,62077,(217) 313-8577,,,IDOT Subcontractor List (Dec 2025),17846,05/14/2026,Tree Trimming and Selective Tree Removal
"TREES ""R"" US, INC.",27881 W Sullivan Lake,Ingleside,IL,60084,(847) 913-9069,,,IDOT Subcontractor List (Dec 2025),16236,09/22/2026,Landscaping; Seeding & Sodding; Tree Trimming and Selective Tree Removal
TRINE CONSTRUCTION CORP.,"1041 TRINE Ct., SUITE A",ST CHARLES,IL,60174,(630) 668-4626,,,IDOT Subcontractor List (Dec 2025),13882,02/10/2026,Earthwork; Landscaping; Other; Seeding & Sodding
"TROPICAL ENVIRONMENTAL, INC.",1350 Chase St.,Algonquin,IL,60102,(847) 658-2900,,,IDOT Subcontractor List (Dec 2025),12546,02/25/2026,Demolition; Landscaping; Other
"UNITED IRONWORKERS, INC. DBA UNITED RAIL & FENCE",1005 W Broadway,Steeleville,IL,62288,(618) 965-2222,,,IDOT Subcontractor List (Dec 2025),16444,05/21/2026,"Fencing; Guardrail; Installation of Raised Pavement Markers; Landscaping; Signing; Steel, Reinforcement (Rebar Placement)"
V & H PAVING INC,3345 Resource Pkwy #D3,DEKALB,IL,60115,(815) 217-5965,,,IDOT Subcontractor List (Dec 2025),18146,02/12/2026,Aggregate Bases and Surfaces; Cover and Seal Coats; Landscaping; Pavement Patching; Seeding & Sodding
"VALOR CONSTRUCTION SERVICES, INC.","16725 Richmond Avenue, Unit 6",Hazel Crest,IL,60429,(219) 306-2558,,,IDOT Subcontractor List (Dec 2025),17926,02/13/2026,Aggregate Bases and Surfaces; Concrete Construction; Demolition; Drainage; Earthwork; Installation of Raised Pavement Markers; Landscaping; Pavement Patching; Seeding & Sodding; Soil Stabilization and Modification; Traffic Control
"VETERAN ELITE DEVELOPMENT & CONSTRUCTION, LLC",213 W St. Louis St,Lebanon,IL,62254,618-641-1294,,,IDOT Subcontractor List (Dec 2025),18094,12/05/2026,"Aggregate Bases and Surfaces; Cold Milling, Planing and Roto Milling; Concrete Construction; Cover and Seal Coats; Demolition; Drainage; Earthwork; Electrical; Erection; Fencing; Guardrail; Installation of Raised Pavement Markers; Landscaping; Painting and Cleaning; Pavement Markings; Pavement Patching; Sawing Cutting; Seeding & Sodding; Signing; Soil Stabilization and Modification; Steel, Reinforcement (Rebar Placement); Traffic Control; Tree Trimming and Selective Tree Removal; Vegetation Spraying"
VIDAL SNOW SYSTEM CORP.,1070 DUNDEE AVE STE E,EAST DUNDEE,IL,60118,(815) 491-4644,,,IDOT Subcontractor List (Dec 2025),18432,10/30/2026,Landscaping; Seeding & Sodding
"VIRIDIAN ENTERPRISES, INC",3810 W. Addison St.,Chicago,IL,60618,(773) 799-9693,,,IDOT Subcontractor List (Dec 2025),14218,09/09/2026,"Aggregate Bases and Surfaces; Cold Milling, Planing and Roto Milling; Concrete Construction; Demolition; Drainage; Earthwork; Landscaping; Other; Seeding & Sodding; Soil Stabilization and Modification"
"VITAL GROUP, INC.",6501 N 5000e Rd,Manteno,IL,60950,(815) 735-8625,,,IDOT Subcontractor List (Dec 2025),17297,08/20/2026,Aggregate Bases and Surfaces; Earthwork; Fencing; Landscaping; Seeding & Sodding; Soil Stabilization and Modification; Tree Trimming and Selective Tree Removal; Vegetation Spraying
WADSWORTH GOLF CONSTRUCTION COMPANY OF THE MIDWEST,13941 S. VAN DYKE ROAD,PLAINFIELD,IL,60544,(815) 436-8400,,,IDOT Subcontractor List (Dec 2025),17318,04/04/2026,Earthwork; Landscaping
WARRIOR ONE TRUCKING LLC,3742 W 70TH Place,Chicago,IL,60629,708-296-1609,,,IDOT Subcontractor List (Dec 2025),17875,03/15/2026,Aggregate Bases and Surfaces; Concrete Construction; Demolition; Earthwork; Electrical; Landscaping; Other; Pavement Patching
WESTERN UTILITY LLC D/B/A HYLAN,2656 Palmer Ave,University Park,IL,60484,(630) 514-1052,,,IDOT Subcontractor List (Dec 2025),15667,03/06/2026,Earthwork; Electrical; Other; Sawing Cutting; Seeding & Sodding
WILDE EARTH WORKS LLC,17604e 2950n rd,Alvin,IL,61811,(217) 799-7262,,,IDOT Subcontractor List (Dec 2025),17517,02/10/2026,Concrete Construction; Demolition; Drainage; Other; Seeding & Sodding
XTREME SEEDING. INC,1304 Parker Avenue,Effingham,IL,62401,217-347-7337,,,IDOT Subcontractor List (Dec 2025),11740,03/03/2026,Landscaping; Other; Seeding & Sodding
YAD CONSTRUCTION LLC,"101 Marion Suite 203, (1312) 428-6349",Chicago,IL,60301,,,,IDOT Subcontractor List (Dec 2025),17870,04/28/2026,"Concrete Construction; Cover and Seal Coats; Demolition; Drainage; Earthwork; Electrical; Fencing; Guardrail; Installation of Raised Pavement Markers; Landscaping; Painting and Cleaning; Pavement Markings; Pavement Patching; Sawing Cutting; Seeding & Sodding; Signing; Steel, Reinforcement (Rebar Placement); Tree Trimming and Selective Tree Removal; Vegetation Spraying"
"YORK CONSTRUCTION & MANAGEMENT SERVICES, LLC.","902 S. Randall Road, Suite C-277",Saint Charles,IL,60174,(773) 823-1831,,,IDOT Subcontractor List (Dec 2025),16116,03/05/2026,Concrete Construction; Earthwork; Electrical; Fencing; Guardrail; Landscaping; Other; Painting and Cleaning; Sawing Cutting; Seeding & Sodding; Traffic Control; Tree Trimming and Selective Tree Removal
"ZADE, LLC",2010 Martin Luther King Drive,East St. Louis,IL,62205,618-857-8444,,,IDOT Subcontractor List (Dec 2025),17090,02/18/2026,"Aggregate Bases and Surfaces; Concrete Construction; Demolition; Drainage; Earthwork; Fencing; Guardrail; Landscaping; Pavement Patching; Seeding & Sodding; Soil Stabilization and Modification; Steel, Reinforcement (Rebar Placement); Tree Trimming and Selective Tree Removal"
Christy Webber Landscapes,,Chicago,IL,60612,,,,SICCode.com NAICS 561730,,,Landscaping Services (NAICS 561730)
ILT Vignocchi,,Wauconda,IL,60084,,,,SICCode.com NAICS 561730,,,Landscaping Services (NAICS 561730)
Border Magic,,Rantoul,IL,61866,,,,SICCode.com NAICS 561730,,,Landscaping Services (NAICS 561730)
Mariani Landscape,,Lake Bluff,IL,60044,,,,SICCode.com NAICS 561730,,,Landscaping Services (NAICS 561730)
Scott Byron And Co Inc,,Lake Bluff,IL,60044,,,,SICCode.com NAICS 561730,,,Landscaping Services (NAICS 561730)
Nelson Tree Service Inc,,Frankfort,IL,60423,,,,SICCode.com NAICS 561730,,,Landscaping Services (NAICS 561730)
Rocco Fiore And Sons Inc,,Libertyville,IL,60048,,,,SICCode.com NAICS 561730,,,Landscaping Services (NAICS 561730)
"Classic Landscape, Ltd",,West Chicago,IL,60185,,,,SICCode.com NAICS 561730,,,Landscaping Services (NAICS 561730)
